SVR,XGBOOST,RNN,CNN-LSTM,NBEATS,KG-GCN-LSTM,KG-CNN-LSTM
7480.109009802217,3209.2876160438987,239882.7256035719,,,,16485.35840240558
3374.2648448618634,9776.200851329559,87553.87079920823,,,,121714.06293491294
822.5106087822652,6686.205032699801,46217.4941879322,,,,21143.89535319505
1814.0733478720047,56311.61394851179,292342.04883087275,,,,113634.92905756227
5049.153505033983,40715.84652768546,31159.531785685173,,,,8224.437221778635
5454.230844313919,17999.936622744957,204225.40682077684,,,,8162.186942247146
7625.039057580142,540.7306539086362,38370.22789567319,,,,12283.067310126436
69052.90899884491,4186.573096794016,33893.44982280722,,,,14832.743743954143
1977.8760125242757,6373.841249340166,241056.53258006758,,,,16225.627355104263
30619.481346947367,17676.0417502631,23107.621910816706,,,,25960.071540520694
1532.2431164373504,27383.423420376723,287038.78534197784,,,,55342.636492902
15017.461786438469,5786.759704500676,24993.014335923413,,,,17452.497595850407
18782.97250804845,1002.7654179748893,13801.112414777801,,,,29211.212991492714
9070.85856334347,1586.6974984358092,641320.6437542883,,,,44502.00918690492
17744.36217832584,4224.2029336856285,363397.34804386017,,,,12131.7956162438
4299.800670804637,6554.263904337269,236971.86812307205,,,,334127.2898159816
6228.134748735081,2627.7250350556237,18530.786390901318,,,,23647.94473574694
10682.678086313881,6256.414354210866,141840.8602103368,,,,25623.866381378033
281431.3401062423,1196.4824224248657,24851.59530282782,,,,15445.772223773212
21585.69024109906,2497.0559536056203,433015.10329562094,,,,150108.9729965972
3385.134277842967,754.0640752277673,3374.823570899525,,,,31041.852713096843
15206.551000340194,2863.153956607056,26769.589311282736,,,,13916.266111401563
1455.015178578914,49172.5141512848,108917.34150372284,,,,92278.44748806432
4552.890228487701,41176.3962995163,9736.095674347425,,,,16543.991447216773
17555.980438006318,712.0032179951334,258337.03664146535,,,,15233.254390775886
7188.877236022494,1047.301581635709,82044.78258914163,,,,39023.03828558944
3233.7379333618037,2425.009736095889,16269.505375368944,,,,17617.561302492417
8135.973089628688,4118.827807484075,149996.18264384512,,,,17700.47326011497
12781.109669802336,1367.6213768568514,3849.3958985565546,,,,24733.090275502618
14200.051060031448,5215.906602709517,13010.2974091453,,,,81827.13288307424
10748.514301114412,789.2719251457179,40440.950986713375,,,,158588.75111368767
6886.370468626107,3976.7930146985013,14817.79336479445,,,,16168.082435640074
1795.4435190428933,4450.003506363927,11931.25793842958,,,,32124.1265269994
4506.421607915973,5403.626553665431,8319.29556098116,,,,361010.0520468234
17100.00059924775,16325.33897043712,147633.98844291194,,,,15411.758886485848
4796.235311269112,8902.830287968021,97152.51808896971,,,,48354.48100490988
6351.324153329979,615.9412890776408,156958.4104320295,,,,77981.57830465285
5118.836602718367,21502.910067695844,3991.0897227761034,,,,94337.58712848464
21556.630392241706,3703.5510884324126,104169.82875307476,,,,24286.41135752582
11993.486327378298,22736.788955646436,4802.543173957914,,,,493275.1267649218
876.5063357582508,7111.567092474466,22959.971523935284,,,,24865.39708909026
49268.021532244995,3657.579368735216,9122.00833439885,,,,254192.9144701116
7149.509972455184,13129.073037191069,167159.03600576927,,,,17237.852977959705
521.2116459753347,1912.119113564287,6740.142548867885,,,,22898.854739551425
11443.881498246155,5711.094379891152,62731.110295221355,,,,13372.86744118093
4188.159615807615,1937.901122691486,57241.50012395655,,,,22996.037695999566
25045.318830908043,4291.345633142137,2516.91187943084,,,,34277.059839705136
1357.6907407751298,3468.004671911593,29567.509896226667,,,,32639.686919088024
7300.5728191298085,13239.927580961838,40782.01755433236,,,,12554.071010974
3120.115402501422,12892.664602611489,6645.757305168068,,,,16942.21475911078
1740.17971556434,1224.8508624179594,304809.6123265145,,,,14467.6057039458
2724.434565663867,6995.231544601691,3297.001494465564,,,,14298.653726098368
5403.6592202826505,1660.4709971542688,4397.04190180425,,,,18187.126278976306
1866.881832972855,2679.4777299993493,33514.88783092291,,,,37069.65922187926
6391.350369868243,5176.4591428696895,4463.742962515308,,,,15226.106286606619
2043.6090732303364,733.7820841541952,4416.048106186478,,,,137263.36330113758
409.5010692420573,3892.307721207063,219878.09010207182,,,,318368.16105877265
7863.455689406395,3293.565804246336,4857.914978451287,,,,235643.4020927534
11613.062594777532,4192.967682336795,417451.64347812685,,,,30856.66704835357
3690.011454928289,2199.396941996435,37388.73390222446,,,,20435.657052456143
3652.9971144725314,1454.3516358900056,25883.501915574892,,,,25852.263367122545
2742.267292467005,7354.1106048446445,42236.26819004189,,,,153406.51415354607
3393.2893604361507,1884.3705143813963,33444.03116326064,,,,617379.2450816901
15315.177339576281,8755.340974683795,16571.45177450585,,,,43798.599973840224
3569.7628912991463,1091.4086231527951,141217.86368409795,,,,23933.675443936925
3295.3687743201976,1386.6560231075264,60545.92193728651,,,,328524.91833424976
735.6623780692333,1140.6309905967726,12697.497743733438,,,,80226.48455266781
13091.74116562218,3145.956725724144,81703.46180181013,,,,76284.24548729752
6268.153260095634,9788.736133022325,6643.48095212683,,,,129132.55156916718
3620.893304569216,1643.3575732679897,306941.1014313984,,,,35617.77758051015
4334.462170832196,1567.7168701883452,279684.06864973094,,,,426921.1467442883
3380.953960703883,5701.960349421787,1260.2265905011527,,,,146384.58970423267
6499.711676470233,10427.334400951324,423979.03864635277,,,,35048.23344873265
6930.11889328987,10379.1165239682,2799.3205255737794,,,,338437.16306283796
1243.7954208039998,8391.867846683823,99088.53092994186,,,,47348.86472667107
4647.11958072377,7454.004674965033,160098.62149602323,,,,19661.573692886966
5863.7312266579465,561.1278381657243,164151.74797227152,,,,14469.837247701662
2391.6370141867196,2729.6616693022534,103935.01746652092,,,,31829.85763862428
4362.524609968889,11159.849599356523,14653.339216418108,,,,27645.99074849707
4676.882381562132,2873.7258551307164,4116.284715751873,,,,74307.14945401608
6335.749935198516,10428.609485618459,19315.574957360634,,,,28336.708045825402
812.3421885008524,3563.483426151104,33436.886005105654,,,,30329.807369300095
1224.6724277199855,6211.8693484174355,5606.681079489203,,,,231531.21326969974
3571.1842682742968,14839.784192150102,38564.10224340312,,,,81377.16189219525
6440.63566821672,1627.3052893463723,12413.80349678589,,,,18152.357412259324
815.9704948137104,924.3380086381429,6096.564983484157,,,,13801.89828970517
16463.61414282873,844.7880971670512,6886.288237215159,,,,18221.589722385565
366.42767632873574,2723.855492066787,3527.299821242115,,,,63385.48912119089
1913.6844815275176,22561.76669597379,102861.58086294074,,,,160885.84859495654
3266.7305809288,10854.684744637241,2980.604677060631,,,,32946.296403642344
4321.799948330137,2247.266836860701,94208.63481268281,,,,52572.847980466424
7006.784394291689,2181.4159375041977,8071.504147969891,,,,42180.53814240181
5897.889673516546,981.7393236275122,7379.2061220961195,,,,13388.824094429789
1048.1945200862503,8393.722907105815,12677.814409284209,,,,33150.03131167699
385.61482783452,1474.2528866551147,100501.19497774327,,,,6348.012978968402
1091.2887243420644,1082.33317079676,6085.626074368295,,,,31808.16646043562
1460.2111217004651,838.7898770893966,159695.8163573779,,,,26121.70373941698
1078.4835595719273,1422.1399559084227,60145.89079935023,,,,8780.87029582616
664.9406195504839,4841.493588133917,14371.507370045245,,,,23068.693594178698
931.7472542464727,4919.12086114618,15638.145040406063,,,,9142.369244415517
420.0299216342803,5316.434069793833,7724.775633813965,,,,84958.28833266986
571.9652399675256,5862.897354652869,238306.96029747627,,,,69564.21052522033
1319.9880987663216,5789.180269575061,9748.971343791613,,,,16688.342900895143
4641.083926893115,2144.2010091915986,33733.92212232497,,,,31047.50768759102
5160.7414999789535,4524.754339433443,7848.154915646831,,,,27626.931304619688
844.5724189835659,3118.892818046719,10615.084259492241,,,,20575.509694007105
987.6035865569361,9228.432300062244,4037.8063784068513,,,,40998.60741268574
921.4525544495041,2005.5962599540394,1871.3341556249684,,,,56591.238896304414
2137.7614751007013,6692.990494514812,215677.36078650304,,,,42771.60755923544
5587.777101505173,1581.6809013616862,4174.896335297391,,,,47382.787105379386
1748.8499422426746,3684.5835857126604,30441.231187768586,,,,8011.090197256824
568.7769156027399,4179.1847360065285,2651.1109690885814,,,,20510.973420550028
800.1266309076651,1139.352742500107,79624.64790873567,,,,300669.0544791721
601.4377751062294,1823.02921576977,14743.703398583457,,,,32799.436784937
338.8757540677572,2664.6581561201087,2440.2539645714724,,,,55973.077986835175
527.5160983593901,1414.63343329624,58590.0711312808,,,,75269.80108082903
1421.2741280644495,11902.382064384055,1621.3306059618278,,,,39643.17912421025
1182.7213805217184,1789.635960684589,5093.666946712821,,,,12337.096980907103
406.6442693829371,7540.110389338534,13123.875959150151,,,,20887.238344593658
213.91342978218913,10101.789023799845,12065.791452944975,,,,12958.031785009975
464.7132936955316,774.5298282273247,16932.99268043705,,,,298165.94897190586
894.6914096427281,4470.7138141315145,219811.89598156416,,,,244189.55410431672
1390.0193292929655,8448.712937946893,314362.22868886247,,,,12353.382438873981
867.8747215770272,2356.0688544143,50587.2216267931,,,,14833.170228414223
1138.928755614407,1954.571839121232,6465.226416859236,,,,20470.414043803605
328.42466445410975,1810.5171169103376,11031.97088510077,,,,64956.23562339963
541.3205835549202,3957.588119029462,4270.926907044159,,,,26864.99573083111
398.9186426041222,3253.087485890345,5220.704642921331,,,,14436.641722727822
235.55603669443747,3996.3153465112446,4634.5716240473075,,,,98640.92533033837
1557.439674683362,2507.7137123342836,85873.72468797729,,,,81610.0992257709
298.13087649406066,2796.5734731720563,64341.399821031555,,,,30708.129554793897
993.8176370768747,2088.16404488319,27897.492284653265,,,,3926.2133345508623
5729.163941973844,3264.5141883994693,14843.323979448174,,,,34255.38886960912
4160.661928585348,1726.679048279573,9384.2906256334,,,,19993.160159856106
964.3094407029632,1264.0325077635166,118715.88984514454,,,,16080.121992881639
2278.6015028906477,18179.57589692502,8107.998215336344,,,,19037.353653711
280.9403804835173,640.553711595763,116925.29686446076,,,,179368.66178662473
421.2733734255352,2686.4615774899235,1359.7872741134022,,,,358371.8930441539
447.4190258545178,6030.605954337572,8331.228412679646,,,,9187.907227860376
320.44667146314396,4189.139813693186,35655.27406571538,,,,15309.486601448834
767.2834358750025,5138.871225754242,2661.523429878595,,,,205198.55521283686
678.061424921503,1555.595151407395,11917.49864408155,,,,180158.07713287443
701.0456600945154,4784.427132140339,8597.818606348152,,,,4914.424683474804
725.6082602720414,3474.0982005115043,1382.8334335806535,,,,23813.5270821896
901.1060776373969,783.1967584332785,3269.4915930963534,,,,6485.759349839375
1047.478372321777,1223.183817512651,192796.38951989575,,,,465005.8582773287
949.9121390217525,1453.7857373886416,10495.956627132888,,,,27464.87328099955
1103.8920883041485,792.8501547878467,3171.572720836307,,,,4897.093440101372
204.67463489311592,987.0062795486701,95897.3377711699,,,,5394.190578053672
943.7436232178189,7432.31937093117,32534.59707403433,,,,47920.925203560415
2368.3059068656025,1843.3231054223434,3947.8056409738006,,,,3924.359511325775
535.8777734600442,2058.9847263006254,15665.225291632663,,,,3456.1718281983262
186.53483545537327,1029.0984728574188,1383.6314153430214,,,,12200.984883047744
198.7108620138211,990.5241730320778,5305.974798748222,,,,12235.684631755066
3831.776684336331,2603.3866952166113,6082.1417939339435,,,,54254.688482083206
704.5652018119225,6359.993338433159,17383.49972795187,,,,129705.44387478539
187.60552725585228,2646.120508757055,133483.38142638557,,,,8844.561104271894
798.9684175906694,1899.3661319158139,22639.164112476956,,,,28233.38567991741
327.3917749082852,1512.064756555846,2190.7569882349917,,,,31104.24669786966
302.3924275056434,1518.390490443478,26744.67544874369,,,,9781.224551597086
798.500309430415,2257.8804068200147,19657.615954077206,,,,13707.927364424397
7283.254622650908,14875.953899210102,33979.77928593953,,,,2779.7273595728193
634.4723639039192,4897.062161835698,290478.7160384401,,,,4748.887493207545
375.0009838597387,2736.647974502376,28651.93604657054,,,,3590.5497207342673
122.82829817999472,3094.7021837284965,32437.836322860974,,,,3240.016401017199
615.3179921500237,1153.5180858425842,8928.760439598276,,,,30906.558791312287
643.0879151162296,525.8486778791447,7338.214534771297,,,,58697.44046617551
779.4564382476851,3767.1002927210084,23669.388896327404,,,,29084.813844333497
166.50689433661464,1401.7704082201542,7002.444486627954,,,,3450.8778842118995
794.3192748503398,13390.808905559146,4085.0985831202006,,,,10037.373071765285
431.23162075639306,791.003122605044,32149.08265798892,,,,5616.547083105771
407.1169965030121,5612.775504335051,4117.479257930004,,,,18466.58204417446
641.33809978641,1109.747202802952,8487.651247790798,,,,6801.886844503629
594.9710505891975,1719.1357639853386,10339.926221002444,,,,26813.042692884388
272.1221253102064,1556.6970985189412,35208.48174342419,,,,10644.359182900564
352.2612133476149,499.65655570018913,153502.39481317368,,,,2099.6131693394686
498.69074282051275,496.8711602180684,34564.94569595956,,,,82389.22808697297
986.9787075662456,2317.416360972779,1126.8201967946713,,,,76510.31203392483
494.2961178829553,780.112218201442,31227.437915599727,,,,23430.930423992617
612.4241267599062,650.5059308478799,1557.1863650988798,,,,44796.98845900754
947.9320314041578,2039.4491703758385,199251.09023955427,,,,17642.548845684316
346.8308451800492,1630.2419228691824,5165.847705284985,,,,1567.6567835158962
271.1467577775472,2651.466022014769,118117.7059825206,,,,176368.96529093166
546.1764987872042,1221.2323258029292,220952.67711228665,,,,31760.465496914236
737.2125679018267,1287.230368938939,81746.81466804909,,,,32901.80237065948
195.37809028969437,2234.329769663051,16215.313648815689,,,,35129.97223254944
796.2432494323656,327.38620649658924,12050.538284207438,,,,12695.438732553934
12996.310923841238,1049.2573373586633,30216.877712430938,,,,34547.23457033275
887.7166659205634,1987.2476831830982,278898.35596932797,,,,3482.4717680184654
1408.068618424019,2263.097470710397,16865.64743140294,,,,952952.0343621098
432.45088130140823,3381.7290327687024,3929.3014955264107,,,,1356.6201440325394
205.32681715584783,4187.221416746051,75905.61553313676,,,,25918.78976134148
3661.9351253403647,1313.931862211977,60618.27848439505,,,,3036.6228149041103
638.670217374249,7756.620848373948,1792.0542231826719,,,,7008.375841527228
444.19087135592747,831.9946821568686,12711.968228570824,,,,11457.049759822929
308.294100607562,712.1800064797536,4952.841639040656,,,,3160.813291258066
500.5621217916037,2407.03839561625,205759.66873441587,,,,4294.655991310819
674.8504749567945,5381.990306646621,3170.0287773004547,,,,2416.3480880634374
463.60304736491094,2009.9037135467252,3131.0791029268144,,,,41001.747577665
173.38333452961524,1031.0043973299394,26466.007477841064,,,,2843.315602633505
